,Now,Title,View,Coment,Like,Subscriber
32,2020/05/31 23:07:21,🍪 토피슬라임 구매후기 🍒/ 구질구질 슬라임 솔직리뷰 / slime asmr real sound / food slime / スライム / пищевая слизь,12013,247.0,691.0,60000.0
33,2020/05/31 23:07:40,"남자친구 몰래 시킨 택배!! 강제 리뷰시키기ㅋㅋ 꿀잼보장!!, 핫토이 토이스토리 코스베이비 Hot toys Toystory cosbaby [고니두욘몬의 꿀잼 리뷰] #42",1804,57.0,192.0,270000.0
34,2020/05/31 23:07:56,호준아 형은 304개로 뽑아서 리뷰한다 (feat.퓨리파이어 리뷰),6917,32.0,123.0,10000.0
35,2020/05/31 23:08:12,겨울왕국 이야기 frozen story (영한자막) 영화 리뷰 - 줄거리 결말포함,55,0.0,4.0,5000.0
36,2020/05/31 23:08:28,"정치인리뷰 이해찬 1편 : 박정희-전두환 두번의 투옥 (feat. 민청학련 사건, 서울의봄, 김대중대란음모사건 해설)",3761,77.0,915.0,120000.0
37,2020/05/31 23:08:45,"[슬기로운 의사생활 12회] Eng Sub) 대망의 마지막회, 영혼을 담아 리뷰했다!! 자전거 탄 병원놈들 | 대학병원 전공의와 PA가 리뷰하는 슬기로운 의사 생활 12화 마지막화",7109,57.0,203.0,893.0
38,2020/05/31 23:09:01,바람막이 하나로 코디하기 | 소그노 MD 리뷰 | 디폴트 룩북,11538,115.0,1000.0,80000.0
39,2020/05/31 23:09:16,*에뛰드 신상! 파데 리뷰💗 + 꼭! 사야하는 “학생 추천템” 8가지👍🏻,4167,144.0,458.0,250000.0
40,2020/05/31 23:09:31,날이갈수록 발전하는 대한민국 세차용품 ! 디테일링 닥터스 제품 리뷰 !!,182,18.0,26.0,20000.0
41,2020/05/31 23:09:45,"뱁새쌀롱(송화상담센터)과 키다리아저씨,  12회 리뷰 [슬기로운의사생활]",43465,114.0,644.0,10000.0
42,2020/05/31 23:10:01,원브랜드﹅에이렙 샤이파운데이션 밀착리뷰✨ft.여름에 사용하기 너무 좋은 파데!,159,7.0,13.0,20000.0
43,2020/05/31 23:10:13,[슬기로운의사생활 4-5화리뷰] 현실 99즈의 내생에 가장 짜릿한 고백 썰~ 감전된 심장 (feat. 화려하지않은고백),215,18.0,24.0,157.0
44,2020/05/31 23:10:27,미국주식관련 지금 읽기 좋은 책 리뷰,847,24.0,62.0,20000.0
45,2020/05/31 23:10:40,히트맨 〔1부〕 영화리뷰 결말포함 - 권상우 만이 할 수 있는 갬성 액션 코미디 (한국영화),1433,2.0,15.0,20000.0
46,2020/05/31 23:10:53,"시계리뷰 132편 클래식과 파일럿의 조화, 스토바 플리거 클래식 36mm 메카니컬 리뷰 !!",1119,16.0,54.0,10000.0
47,2020/05/31 23:11:08,[킹오파올스타] 한번 콤보 맞으면 끝.. 프리티(클론)제로 완벽 리뷰!,34,,,
48,2020/05/31 23:11:22,여름 컬러 반팔티 이렇게 입어보삼!(구독자선물♥)리뷰+코디[MLB],1794,154.0,184.0,100000.0
49,2020/05/31 23:11:36,1200시간 숙성 ㄷㄷ 한우 산적스테이크 리뷰,382090,509.0,3000.0,1260000.0
50,2020/05/31 23:11:50,[모토티비]타보자 Ep52 가와사키 닌자650 kawasaki ninja650 리뷰 review 시승,606,19.0,62.0,10000.0
51,2020/05/31 23:12:03,스타벅스 써머체어 리뷰 및 써머레디백 받는 꿀팁 공개!!!! 놓치지마세요!!!,13,2.0,2.0,143.0
52,2020/05/31 23:12:16,신작게임 케페우스M 리뷰! 어떤 게임일까?,92,1.0,6.0,10000.0
53,2020/05/31 23:12:31,신캐 화백/거문고명인을 다섯명이서 리뷰해보았다 | 심양홍's 서머너즈워,1237,20.0,25.0,6000.0
54,2020/05/31 23:12:45,"Bmw i8외관,실내 리뷰!! 차알못의 일반인 시선 마음대로 차리뷰!!",118,1.0,4.0,1000.0
55,2020/05/31 23:12:59,플로라슬라임(2) 리뷰!,2982,98.0,97.0,10000.0
56,2020/05/31 23:13:14,"[리얼리뷰] 피부타입만 알면 여드름,흉터,피부고민 끝!! 내돈내산 피부는민동성 스킨스쿨 1:1 피부 맞춤 솔루션 리얼 리뷰!",60,16.0,11.0,1000.0
57,2020/05/31 23:13:27,[에픽세븐] 6/11 사전 밸런스 패치 내용 리뷰 !! 샬롯이 살아..ㄴ? 야타 상향?! /에픽세븐 개발자 노트 리뷰,1983,6.0,23.0,5000.0
58,2020/05/31 23:13:41,[준카이Tube] 긴급리뷰! 너프 울트라2! 2020 NERF Ultra2! ASMR,40,2.0,3.0,8000.0
59,2020/05/31 23:13:54,더킹 영원의군주 13화 리뷰 시간이동을 통해 미래의 나와 만난다면? 로또라도?,24925,105.0,454.0,775.0
60,2020/05/31 23:14:10,스카이어드벤쳐 게임이야기 Sky Adventure 게임ASMR GAMEASMR 게임리뷰 게임이야기 인생게임 고전게임,960,25.0,98.0,20000.0
61,2020/05/31 23:14:22,황금빛깔 골든 로디 카프카 리뷰! 레전드 카트바디는 역시~ 기가 막히네! | 로고 카트라이더 러쉬 플러스,106,17.0,7.0,157.0
62,2020/05/31 23:14:35,봉다리 슬라임 리뷰/슬라임 판매/슬라임 솔직 리뷰/슬라임 서포터즈/인스타 봉다리 슬라임😸,229,3.0,3.0,209.0
63,2020/05/31 23:14:47,심장이 쫄깃쫄깃 짜릿한 영화 더위는 가라~[영화리뷰/결말포함],96,1.0,1.0,318.0
64,2020/05/31 23:15:01,"[리니지2m] 무,소과금에게 가장 좋은 상의? ""상아탑 로브"" 리뷰",3548,4.0,22.0,40000.0
65,2020/05/31 23:15:13,[위스키리뷰] #11 18년이지만 18년 그 이상의  위스키! 소장용 갑! 글렌드로낙 18년,60,10.0,13.0,117.0
66,2020/05/31 23:15:27,[키덜트용재환] 초합금혼DX 마징가Z 리뷰 강철의 성이 너무 부실한거 아닌가? 최초의 DX초혼 근데 영 ......실질적인 마징가 까는 리뷰 크헤헤헤헤,186,23.0,19.0,722.0
67,2020/05/31 23:15:45,진격의 거인 4기 PV 전체 리뷰 및 해석 (파이널 시즌 공식 영상),10195,191.0,342.0,
68,2020/05/31 23:15:58,[리뷰] 70만원대(라고 읽고 79.9만원으로 쓰는) 데스크탑 - 주연테크 타이니 TINY 35X6S,107,4.0,6.0,30000.0
69,2020/05/31 23:16:12,타이론 우들리 vs 길버트 번즈 경기리뷰,4042,39.0,64.0,9000.0
70,2020/05/31 23:16:25,[팬텀싱어3] 8회 트리오 대결 리뷰,5997,21.0,89.0,1000.0
71,2020/05/31 23:16:38,"[나눔 & 리뷰] XY시리즈 입호흡액상. X티드, Y블루. 레드칸탈",394,110.0,72.0,10000.0
72,2020/05/31 23:16:54,픽셀건 수중 특수 작전 세트 리뷰 [ Pixel gun 3d ] 프로젝트 돌고래 프로젝트 래피드 플록 프로젝트 청새치,2324,131.0,48.0,7000.0
73,2020/05/31 23:17:06,,1458,12.0,9.0,1000.0
74,2020/05/31 23:17:21,[롤] PBE 10.12 패치 선공개 하이눈 세나 스킨 리뷰,242,21.0,18.0,1000.0
75,2020/05/31 23:17:35,[입호흡 액상리뷰/나눔]버니2탄!! 달콤/부드러움/타격감까지?!!,101,46.0,46.0,3000.0
76,2020/05/31 23:17:48,어썸패스4 박수빈 스킨 리뷰,104,22.0,10.0,572.0
77,2020/05/31 23:18:03,"[주식리뷰] 대두 관련주, 우성사료, 샘표, 미래생명자원, 미중 갈등의 최대 수혜주! 세력들의 히든종목 긴급공개!",254,0.0,20.0,
78,2020/05/31 23:18:16,"[피파4-LH]네덜란드 ST. R.반니스텔로이 LH 1카 리뷰와 골모음(fifa4 Holland ST, R.Van Nistelrooy LH 1 review)",149,12.0,6.0,2000.0
79,2020/05/31 23:18:31,[오케이티비_장비리뷰] 백컨트리 제너두2p신형DAC 리뷰 (제너두2p와이드 구형 비교),395,58.0,35.0,351.0
80,2020/05/31 23:18:44,[마이뮤지엄] 스톰트루퍼와 보바펫! 레고 스타워즈 헬멧 리뷰,26,3.0,,10000.0
81,2020/05/31 23:18:59,[픽셀건] 희귀한 등급 ‘전기 소용돌이’ 리뷰!,521,62.0,9.0,178.0
82,2020/05/31 23:19:11,[ 구리마스크 연예인 리뷰] 구리향균마스크 Ropa Copper Mask Summary,216,1.0,6.0,20000.0
83,2020/05/31 23:19:25,스틸라 하이라이터&글리머 5종 비교 발색 리뷰 (하이라이터 하는법),27,3.0,6.0,1000.0
84,2020/05/31 23:19:43,[리뷰] 억대 연봉 만드는 고시원창업비법 책 리뷰 2탄 (성장읽기 TV),200,4.0,5.0,1000.0
85,2020/05/31 23:19:55,피코크 푸짐한 해물매운탕 리뷰 이콜TV,55,7.0,12.0,2000.0
86,2020/05/31 23:20:07,"팬케이크와 말솜씨 하나로 여러명의 악마를 꼬셔버린 남자, ""헬테이커"" 게임스토리 리뷰",89354,870.0,2000.0,110000.0
87,2020/05/31 23:20:21,토이 엉클 tv 달려라 부메랑 5기 리뷰 기념 이벤트 발표,21,4.0,4.0,37.0
88,2020/05/31 23:20:35,[#46] 3분 선수리뷰 - 라이브 마네 8카 피파4 리버풀,133,16.0,6.0,561.0
89,2020/05/31 23:20:50,"아이돌이 되기 위해 포기한 것...(애니리뷰-코미디, TS)",6646,40.0,86.0,10000.0
90,2020/05/31 23:21:05,필리핀 여자친구의 솔직한 한국과자 리뷰반응.. 맛을 보라니까 왜 딴걸.. (feat.게임이야기) | 한필커플 국제커플,2709,85.0,384.0,10000.0
91,2020/05/31 23:21:18,[애니리뷰]처음보는 여동생에게 몸과 마음을 빼앗겼다.. !,2427,26.0,54.0,5000.0
92,2020/05/31 23:21:33,남자들이 보면 환장하는 엉짱녀의 요가복(레깅스) 리뷰! 딱히 설명이 필요 없는 영상ㅋㅋㅋ | 싱글로운 생활,21315,77.0,625.0,160000.0
93,2020/05/31 23:21:48,'선생님 저랑 ㅅㅅ 해요' 영화리뷰 [츠보미],13141,47.0,94.0,50000.0
94,2020/05/31 23:22:02,"마켓커리(새벽배송) 우리아기 사재간식 먹방, 리뷰 [마니TV]",11,0.0,3.0,53.0
95,2020/05/31 23:22:16,"솔로스토브 진짜 리뷰는 처음이지? 요리하면서 리뷰하기!만들지마 하지마! [솔로스토브 만들기, 우드스토브 만들기,솔로스토브 단점,캠핑요리,수육][와일드벅스]",88,6.0,5.0,
96,2020/05/31 23:22:29,싸커훈장님의 동네풋살 리뷰(5/30),12,0.0,2.0,48.0
